employee_id,name,department,salary,city,join_date,years_exp,status
EMP0749,Employee_749,Engineering,140933,Hyderabad,2021-01-23,2,On Leave
EMP0750,Employee_750,Finance,75822,Hyderabad,2016-05-08,17,
EMP0751,Employee_751,Marketing,33098,Pune,2017-05-13,13,Active
EMP0752,Employee_752,Marketing,98078,Delhi,2021-02-24,9,Inactive
EMP0753,Employee_753,Marketing,119940,Bangalore,2017-01-23,16,
EMP0754,Employee_754,Sales,127598,Bangalore,2019-06-29,9,
EMP0755,Employee_755,Sales,89917,Kolkata,2016-02-14,9,Inactive
EMP0756,Employee_756,HR,129846,Delhi,2016-08-20,5,
EMP0757,Employee_757,Engineering,160966,Delhi,2022-01-27,17,On Leave
EMP0758,Employee_758,Finance,177361,Kolkata,2021-05-14,2,
EMP0759,Employee_759,Engineering,45738,Delhi,2017-11-07,16,Active
EMP0760,Employee_760,Finance,98096,Bangalore,2019-01-15,18,On Leave
EMP0761,Employee_761,Marketing,,Mumbai,2018-12-09,20,Inactive
EMP0762,Employee_762,HR,171148,Delhi,2018-03-11,12,On Leave
EMP0763,Employee_763,Operations,147160,Mumbai,2019-04-10,20,On Leave
EMP0764,Employee_764,Finance,67971,Kolkata,2016-11-17,11,
EMP0765,Employee_765,Operations,136108,Kolkata,2015-10-20,3,Inactive
EMP0766,Employee_766,Marketing,113067,Pune,2018-04-08,9,
EMP0767,Employee_767,Marketing,125201,Pune,2021-08-01,17,
EMP0768,Employee_768,Finance,36055,Delhi,2023-02-28,8,On Leave
EMP0769,Employee_769,Operations,50988,Delhi,2016-11-14,13,Active
EMP0770,Employee_770,Engineering,154042,Chennai,2015-08-09,1,
EMP0771,Employee_771,HR,51823,Mumbai,2017-12-11,20,Inactive
EMP0772,Employee_772,Engineering,132195,Bangalore,2017-07-28,8,On Leave
EMP0773,Employee_773,Finance,64413,Chennai,2016-11-29,1,Active
EMP0774,Employee_774,Operations,115249,Kolkata,2020-05-04,15,On Leave
EMP0775,Employee_775,HR,171371,Delhi,2021-08-17,20,
EMP0776,Employee_776,Operations,177845,Hyderabad,2020-11-14,18,On Leave
EMP0777,Employee_777,Marketing,89540,Kolkata,2016-01-02,15,On Leave
EMP0778,Employee_778,Marketing,70820,Bangalore,2015-02-13,1,Inactive
EMP0779,Employee_779,Marketing,170272,Mumbai,2022-09-18,16,
EMP0780,Employee_780,Marketing,,Hyderabad,2018-04-14,20,Inactive
EMP0781,Employee_781,Engineering,79432,Hyderabad,2021-04-15,14,
EMP0782,Employee_782,Sales,132163,Kolkata,2019-03-30,8,On Leave
EMP0783,Employee_783,Engineering,92799,Chennai,2021-11-16,9,On Leave
EMP0784,Employee_784,Operations,100470,Hyderabad,2017-02-09,3,Inactive
EMP0785,Employee_785,Sales,149365,Chennai,2020-01-29,9,
EMP0786,Employee_786,Sales,69885,Mumbai,2020-12-31,1,Inactive
EMP0787,Employee_787,Engineering,62778,Pune,2019-12-01,1,Inactive
EMP0788,Employee_788,Engineering,159388,Delhi,2018-11-01,14,On Leave
EMP0789,Employee_789,Finance,151552,Pune,2015-05-10,11,Active
EMP0790,Employee_790,Sales,132871,Mumbai,2021-02-02,16,Inactive
EMP0791,Employee_791,Sales,95556,Kolkata,2019-04-12,1,Active
EMP0792,Employee_792,Operations,146119,Delhi,2015-05-18,7,
EMP0793,Employee_793,Operations,166613,Pune,2017-05-03,16,
EMP0794,Employee_794,Operations,114689,Delhi,2022-01-21,2,Active
EMP0795,Employee_795,Marketing,108332,Delhi,2019-01-16,2,Inactive
EMP0796,Employee_796,Engineering,143812,Bangalore,2015-03-03,6,On Leave
EMP0797,Employee_797,HR,93724,Mumbai,2015-06-22,19,
EMP0798,Employee_798,Operations,127359,Kolkata,2016-01-02,8,Inactive
EMP0799,Employee_799,Finance,118715,Kolkata,2022-01-04,2,Active
EMP0800,Employee_800,Marketing,170601,Kolkata,2016-03-15,5,
EMP0801,Employee_801,Sales,176368,Kolkata,2022-03-25,12,
EMP0802,Employee_802,Operations,129029,Bangalore,2023-02-15,5,On Leave
EMP0803,Employee_803,Engineering,144688,Chennai,2018-04-22,18,
EMP0804,Employee_804,Sales,172506,Bangalore,2018-08-18,15,On Leave
EMP0805,Employee_805,HR,175364,Delhi,2015-10-10,17,Inactive
EMP0806,Employee_806,Finance,99035,Chennai,2019-02-12,15,Active
EMP0807,Employee_807,Operations,78636,Mumbai,2021-12-13,12,Inactive
EMP0808,Employee_808,Marketing,171284,Kolkata,2019-05-07,7,
EMP0809,Employee_809,HR,104220,Bangalore,2019-08-06,11,Active
EMP0810,Employee_810,Engineering,47479,Mumbai,2016-06-15,6,Active
EMP0811,Employee_811,Sales,80231,Mumbai,2015-05-11,19,
EMP0812,Employee_812,Operations,97092,Mumbai,2019-02-09,8,Active
EMP0813,Employee_813,Engineering,84719,Pune,2020-07-05,3,
EMP0814,Employee_814,Operations,176281,Pune,2019-08-31,12,Active
EMP0815,Employee_815,HR,40656,Pune,2015-10-16,10,Active
EMP0816,Employee_816,Sales,55459,Mumbai,2023-02-18,8,
EMP0817,Employee_817,Sales,95211,Chennai,2022-01-05,6,
EMP0818,Employee_818,Operations,123837,Pune,2020-02-22,14,Active
EMP0819,Employee_819,Sales,174170,Hyderabad,2020-08-29,11,Inactive
EMP0820,Employee_820,HR,146132,Bangalore,2018-07-14,18,On Leave
EMP0821,Employee_821,Marketing,142876,Kolkata,2023-02-21,11,Inactive
EMP0822,Employee_822,HR,128320,Kolkata,2021-03-03,9,On Leave
EMP0823,Employee_823,Finance,134094,Mumbai,2023-02-22,2,On Leave
EMP0824,Employee_824,HR,,Delhi,2018-05-21,1,On Leave
EMP0825,Employee_825,Sales,112550,Mumbai,2022-09-26,9,Inactive
EMP0826,Employee_826,Engineering,,Bangalore,2016-10-01,5,On Leave
EMP0827,Employee_827,Marketing,95498,Delhi,2017-11-15,10,Active
EMP0828,Employee_828,HR,86999,Pune,2015-11-13,11,
EMP0829,Employee_829,Sales,54999,Chennai,2022-03-15,10,Active
EMP0830,Employee_830,Operations,130020,Mumbai,2015-08-18,11,On Leave
EMP0831,Employee_831,Finance,61598,Kolkata,2017-07-17,20,Active
EMP0832,Employee_832,Operations,130266,Mumbai,2018-06-02,17,Active
EMP0833,Employee_833,Marketing,69211,Bangalore,2020-08-19,8,Inactive
EMP0834,Employee_834,Engineering,132991,Hyderabad,2021-09-03,19,Active
EMP0835,Employee_835,Sales,133369,Delhi,2016-06-25,11,Active
EMP0836,Employee_836,Finance,42926,Chennai,2019-06-24,9,Active
EMP0837,Employee_837,Finance,64177,Kolkata,2016-07-06,16,Inactive
EMP0838,Employee_838,Finance,179770,Delhi,2021-04-17,20,Inactive
EMP0839,Employee_839,Sales,142739,Bangalore,2022-09-05,19,Active
EMP0840,Employee_840,Engineering,141028,Bangalore,2018-11-27,7,On Leave
EMP0841,Employee_841,Marketing,36345,Kolkata,2018-06-02,6,On Leave
EMP0842,Employee_842,HR,145922,Chennai,2016-08-20,15,Active
EMP0843,Employee_843,Sales,127994,Delhi,2023-03-03,3,Active
EMP0844,Employee_844,Operations,68712,Kolkata,2018-03-24,1,On Leave
EMP0845,Employee_845,Operations,109984,Hyderabad,2020-04-13,1,On Leave
EMP0846,Employee_846,Sales,85541,Delhi,2021-02-16,17,On Leave
EMP0847,Employee_847,HR,67053,Pune,2022-11-02,1,
EMP0848,Employee_848,HR,168097,Mumbai,2017-11-12,6,Active
EMP0849,Employee_849,Marketing,101114,Mumbai,2020-03-19,1,Active
EMP0850,Employee_850,Finance,124429,Kolkata,2016-03-17,1,On Leave
EMP0851,Employee_851,Operations,129798,Chennai,2022-12-16,4,On Leave
EMP0852,Employee_852,Finance,169345,Mumbai,2017-02-02,7,
EMP0853,Employee_853,HR,35633,Mumbai,2017-10-10,17,On Leave
EMP0854,Employee_854,Marketing,71157,Mumbai,2018-11-21,12,On Leave
EMP0855,Employee_855,Operations,161400,Bangalore,2015-09-11,9,
EMP0856,Employee_856,Engineering,103451,Delhi,2016-09-13,11,
EMP0857,Employee_857,Operations,130193,Chennai,2022-08-09,20,Inactive
EMP0858,Employee_858,Finance,70042,Hyderabad,2018-07-03,20,On Leave
EMP0859,Employee_859,Finance,84200,Pune,2016-07-21,19,Inactive
EMP0860,Employee_860,Sales,167312,Delhi,2019-10-28,5,Inactive
EMP0861,Employee_861,Marketing,169712,Pune,2016-04-29,6,On Leave
EMP0862,Employee_862,Sales,113542,Hyderabad,2019-08-12,10,
EMP0863,Employee_863,Operations,101774,Delhi,2017-02-08,4,Inactive
EMP0864,Employee_864,Sales,,Chennai,2021-12-02,9,Inactive
EMP0865,Employee_865,HR,36837,Bangalore,2015-11-22,16,Inactive
EMP0866,Employee_866,HR,152883,Pune,2022-04-14,12,Inactive
EMP0867,Employee_867,Finance,66048,Delhi,2017-03-02,8,Active
EMP0868,Employee_868,Finance,33935,Bangalore,2019-08-19,8,Inactive
EMP0869,Employee_869,Sales,145155,Kolkata,2021-12-02,16,On Leave
EMP0870,Employee_870,Finance,142081,Hyderabad,2015-06-21,20,
EMP0871,Employee_871,Operations,179929,Chennai,2021-01-05,17,Active
EMP0872,Employee_872,HR,149773,Kolkata,2015-06-23,8,
EMP0873,Employee_873,Operations,,Hyderabad,2020-10-15,2,Inactive
EMP0874,Employee_874,Marketing,109837,Kolkata,2018-03-17,15,Inactive
EMP0875,Employee_875,Finance,44299,Pune,2020-10-18,5,
EMP0876,Employee_876,Operations,161244,Mumbai,2017-01-06,19,Inactive
EMP0877,Employee_877,Finance,148197,Mumbai,2017-01-02,15,Inactive
EMP0878,Employee_878,Finance,114954,Pune,2022-04-10,6,Active
EMP0879,Employee_879,Engineering,147807,Pune,2019-01-26,3,
EMP0880,Employee_880,Operations,164130,Chennai,2016-10-16,13,
EMP0881,Employee_881,Engineering,117868,Chennai,2022-05-25,5,Inactive
EMP0882,Employee_882,Sales,43450,Hyderabad,2018-06-15,10,
EMP0883,Employee_883,Marketing,60816,Delhi,2017-04-10,1,On Leave
EMP0884,Employee_884,Engineering,160716,Chennai,2015-01-24,20,
EMP0885,Employee_885,Sales,154705,Hyderabad,2019-08-07,15,Active
EMP0886,Employee_886,HR,94150,Chennai,2018-02-13,20,Inactive
EMP0887,Employee_887,Engineering,44434,Pune,2018-11-30,2,Inactive
EMP0888,Employee_888,Engineering,108234,Bangalore,2015-12-26,2,Active
EMP0889,Employee_889,Finance,72293,Pune,2018-03-10,20,Inactive
EMP0890,Employee_890,Finance,124421,Mumbai,2016-01-17,10,On Leave
EMP0891,Employee_891,Marketing,47738,Kolkata,2019-10-17,18,Active
EMP0892,Employee_892,Marketing,61987,Pune,2018-01-29,11,
EMP0893,Employee_893,HR,84801,Chennai,2015-08-27,4,Active
EMP0894,Employee_894,Finance,105284,Hyderabad,2021-10-29,11,On Leave
EMP0895,Employee_895,HR,122760,Delhi,2021-11-21,19,
EMP0896,Employee_896,HR,160479,Hyderabad,2017-01-06,20,Inactive
EMP0897,Employee_897,Operations,80739,Mumbai,2016-04-29,1,
EMP0898,Employee_898,Operations,84350,Kolkata,2021-11-25,14,
EMP0899,Employee_899,Engineering,176909,Kolkata,2022-02-24,7,Active
EMP0900,Employee_900,Operations,103826,Bangalore,2015-10-05,10,On Leave
EMP0901,Employee_901,HR,31607,Mumbai,2022-09-10,11,On Leave
EMP0902,Employee_902,Finance,37632,Kolkata,2016-12-20,7,On Leave
EMP0903,Employee_903,Marketing,155595,Hyderabad,2015-05-26,5,
EMP0904,Employee_904,Sales,170762,Bangalore,2020-03-09,14,Active
EMP0905,Employee_905,HR,112707,Chennai,2021-01-03,1,Inactive
EMP0906,Employee_906,HR,122692,Mumbai,2016-09-03,9,Active
EMP0907,Employee_907,Marketing,170056,Kolkata,2016-11-10,19,
EMP0908,Employee_908,Sales,110814,Pune,2018-07-12,2,On Leave
EMP0909,Employee_909,Finance,92296,Bangalore,2020-01-26,10,Inactive
EMP0910,Employee_910,HR,59420,Bangalore,2015-06-03,7,Active
EMP0911,Employee_911,Finance,156527,Chennai,2016-09-23,7,On Leave
EMP0912,Employee_912,Finance,167265,Bangalore,2018-09-02,5,Active
EMP0913,Employee_913,HR,64791,Delhi,2023-02-15,2,
EMP0914,Employee_914,Finance,166929,Mumbai,2015-01-17,10,Active
EMP0915,Employee_915,Operations,52826,Bangalore,2020-03-27,2,Active
EMP0916,Employee_916,HR,111914,Mumbai,2021-06-23,10,Inactive
EMP0917,Employee_917,Marketing,105121,Bangalore,2020-12-20,11,
EMP0918,Employee_918,Operations,69143,Delhi,2018-01-25,4,Active
EMP0919,Employee_919,HR,56837,Delhi,2021-01-31,12,On Leave
EMP0920,Employee_920,Marketing,104256,Chennai,2017-09-29,6,Active
EMP0921,Employee_921,Marketing,118798,Chennai,2019-12-23,2,Inactive
EMP0922,Employee_922,Engineering,43226,Mumbai,2019-04-21,2,Active
EMP0923,Employee_923,Finance,146873,Chennai,2018-12-27,10,On Leave
EMP0924,Employee_924,Sales,169849,Mumbai,2020-03-22,19,Inactive
EMP0925,Employee_925,Engineering,152755,Mumbai,2020-02-10,10,
EMP0926,Employee_926,Finance,88666,Delhi,2021-12-01,9,On Leave
EMP0927,Employee_927,Finance,116593,Kolkata,2018-08-23,15,
EMP0928,Employee_928,Engineering,59592,Bangalore,2020-05-14,15,Inactive
EMP0929,Employee_929,Marketing,63395,Chennai,2016-02-26,13,Active
EMP0930,Employee_930,Marketing,48592,Kolkata,2018-05-22,18,
EMP0931,Employee_931,Finance,92541,Chennai,2017-09-25,18,Inactive
EMP0932,Employee_932,Finance,119316,Delhi,2022-10-13,19,
EMP0933,Employee_933,Finance,119705,Chennai,2022-10-14,8,Inactive
EMP0934,Employee_934,Operations,157567,Mumbai,2021-08-22,20,
EMP0935,Employee_935,Marketing,146710,Delhi,2018-06-15,13,Active
EMP0936,Employee_936,HR,129329,Bangalore,2020-07-17,2,Active
EMP0937,Employee_937,Sales,30048,Kolkata,2016-08-23,5,
EMP0938,Employee_938,HR,147220,Delhi,2017-04-22,11,On Leave
EMP0939,Employee_939,HR,109835,Hyderabad,2023-01-19,12,Active
EMP0940,Employee_940,HR,,Chennai,2019-07-14,5,On Leave
EMP0941,Employee_941,Engineering,173886,Mumbai,2015-01-04,18,On Leave
EMP0942,Employee_942,Engineering,38174,Delhi,2019-11-04,19,
EMP0943,Employee_943,Operations,130346,Hyderabad,2019-04-12,14,Inactive
EMP0944,Employee_944,Operations,66456,Delhi,2021-03-25,13,On Leave
EMP0945,Employee_945,Finance,62911,Delhi,2015-02-17,3,Active
EMP0946,Employee_946,Sales,157585,Pune,2019-11-24,5,Active
EMP0947,Employee_947,Sales,139014,Kolkata,2020-02-11,20,
EMP0948,Employee_948,HR,163540,Hyderabad,2021-03-11,15,
EMP0949,Employee_949,Marketing,141351,Chennai,2015-01-31,19,
EMP0950,Employee_950,Operations,161525,Bangalore,2019-08-10,18,On Leave
EMP0951,Employee_951,Engineering,178937,Hyderabad,2022-11-27,12,Active
EMP0952,Employee_952,HR,50988,Delhi,2023-03-10,17,On Leave
EMP0953,Employee_953,Finance,167194,Chennai,2015-12-29,8,
EMP0954,Employee_954,Operations,50468,Pune,2022-02-08,18,On Leave
EMP0955,Employee_955,HR,120058,Chennai,2015-02-14,16,
EMP0956,Employee_956,HR,116904,Hyderabad,2018-12-16,10,On Leave
EMP0957,Employee_957,Sales,,Chennai,2018-05-30,19,On Leave
EMP0958,Employee_958,Engineering,74323,Chennai,2015-07-31,10,Active
EMP0959,Employee_959,Marketing,63245,Chennai,2015-11-11,9,On Leave
EMP0960,Employee_960,Sales,102146,Kolkata,2017-11-18,1,Active
EMP0961,Employee_961,HR,69619,Pune,2020-01-04,12,Inactive
EMP0962,Employee_962,Marketing,91917,Hyderabad,2017-01-10,17,Active
EMP0963,Employee_963,Marketing,68029,Chennai,2016-09-23,16,
EMP0964,Employee_964,Finance,145391,Pune,2022-02-24,6,Inactive
EMP0965,Employee_965,HR,120459,Mumbai,2022-03-15,9,Active
EMP0966,Employee_966,Engineering,134528,Hyderabad,2018-05-19,16,Inactive
EMP0967,Employee_967,Finance,132254,Hyderabad,2017-12-11,5,
EMP0968,Employee_968,Engineering,147655,Hyderabad,2022-08-11,11,Active
EMP0969,Employee_969,Engineering,122753,Kolkata,2019-11-04,20,On Leave
EMP0970,Employee_970,Marketing,55762,Bangalore,2022-05-04,19,
EMP0971,Employee_971,Finance,93385,Pune,2022-07-15,19,Inactive
EMP0972,Employee_972,HR,77164,Bangalore,2021-02-21,1,Active
EMP0973,Employee_973,Engineering,,Mumbai,2020-11-21,4,
EMP0974,Employee_974,Marketing,104264,Bangalore,2017-03-01,2,Active
EMP0975,Employee_975,HR,86839,Chennai,2022-02-26,4,Active
EMP0976,Employee_976,Engineering,64054,Hyderabad,2022-05-12,19,Inactive
EMP0977,Employee_977,Engineering,96410,Bangalore,2020-03-27,3,
EMP0978,Employee_978,Marketing,114778,Bangalore,2016-10-25,3,On Leave
EMP0979,Employee_979,Engineering,117203,Mumbai,2017-11-23,9,Inactive
EMP0980,Employee_980,Finance,82604,Chennai,2019-05-28,6,
EMP0981,Employee_981,Engineering,143050,Delhi,2021-11-19,4,
EMP0982,Employee_982,Operations,39138,Mumbai,2015-10-16,19,On Leave
EMP0983,Employee_983,Finance,,Hyderabad,2016-09-01,1,Active
EMP0984,Employee_984,Operations,69742,Pune,2018-09-12,13,Active
EMP0985,Employee_985,HR,158628,Hyderabad,2019-11-22,13,Active
EMP0986,Employee_986,HR,130774,Pune,2020-05-28,4,On Leave
EMP0987,Employee_987,Marketing,135018,Mumbai,2022-02-02,3,On Leave
EMP0988,Employee_988,HR,119145,Mumbai,2020-02-26,10,Inactive
EMP0989,Employee_989,Sales,130706,Pune,2017-02-21,10,
EMP0990,Employee_990,Engineering,124178,Hyderabad,2015-12-14,15,Inactive
EMP0991,Employee_991,Sales,,Mumbai,2023-01-27,19,Inactive
EMP0992,Employee_992,Finance,171702,Pune,2018-06-14,16,
EMP0993,Employee_993,Engineering,,Mumbai,2018-10-15,2,
EMP0994,Employee_994,Engineering,167132,Hyderabad,2022-08-09,18,Inactive
EMP0995,Employee_995,Operations,48883,Mumbai,2016-08-02,16,Active
EMP0996,Employee_996,Finance,42006,Delhi,2022-11-12,5,Active
EMP0997,Employee_997,Sales,110566,Kolkata,2016-02-03,15,Inactive
EMP0998,Employee_998,HR,57874,Mumbai,2020-07-29,20,Inactive
EMP0999,Employee_999,Engineering,141728,Bangalore,2022-08-10,13,On Leave
EMP1000,Employee_1000,Engineering,173100,Delhi,2018-08-10,7,Active
